Club ID,Club,Terminal ID,Terminal Priority,Club's Players,Clubs' Rounds,Terminal's Players,Terminal's Rounds,Terminal Type,Ownership Type,Operating System,Modem Type,Mobile Number,Connectivity Type,Card Reader Type,Date of First Use,Terminal Distribution Date,Current Date,Terminal Age,Monthly Working Days,Estimated Online Hours (10hr/day),Actual Offline Hours (10hr/day),Total Offline Hours (10hr/day),Terminal Priority Weight,Club Priority Weight,Terminal Priority Rank,Club Priority Rank
347,AMANZIMTOTI COUNTRY CLUB,5300000316,100,338,10585,386,3049,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,08.01.2020,08.01.2020,13.01.2021,1 year(s) 0 month(s),366,3660,1937.14,1937.14,0%,0%,126,114
348,AMATIKULU COUNTRY CLUB,5300000166,100,29,197,39,258,Mecer X22S,Club,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237722,Vodacom,Gigatek MSR250HK,13.09.2018,13.09.2018,13.01.2021,2 year(s) 4 month(s),156,1560,1064.52,2466.71,0%,0%,400,370
349,AMPHITHEATRE GOLF CLUB,5300000167,100,14,224,0,0,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,01.01.2014,09.10.2015,13.01.2021,7 year(s) 0 month(s),0,0,0,3660,0%,0%,444,413
350,ATHLONE GC - WINDSOR PARK,5300000630,100,222,5304,289,3809,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,01.09.2015,01.09.2015,13.01.2021,5 year(s) 4 month(s),366,3660,917.56,917.56,0%,0%,236,212
351,BLUFF NATIONAL PARK GOLF CLUB,5300000031,100,529,7746,514,3702,MSI AP190,,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,09.09.2015,09.09.2015,13.01.2021,5 year(s) 4 month(s),366,3660,1566.74,1566.74,0%,0%,141,127
352,BOSCH HOEK GOLF CLUB,5300000583,100,199,8948,231,908,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Magtek 21040108,07.12.2015,07.12.2015,13.01.2021,5 year(s) 1 month(s),366,3660,2557.57,2557.57,0%,0%,147,131
353,CAMELOT COUNTRY CLUB,5300000173,100,146,5848,154,1322,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,17.08.2016,01.11.2017,13.01.2021,4 year(s) 4 month(s),366,3660,554.22,554.22,0%,0%,286,258
354,CATHEDRAL PEAK GOLF CLUB,5300000301,100,4696,239,20,60,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,15.09.2015,15.09.2015,13.01.2021,5 year(s) 3 month(s),366,3660,2248.01,2248.01,0.01%,0.01%,5,12
355,CATO RIDGE GOLF CLUB,5300000175,100,176,7160,435,6605,MSI AP190,HNA,64 bit Windows 8.1,D-Link 4G Mobile Router ,726237161,Vodacom,Magtek 21040108,02.12.2015,02.12.2015,13.01.2021,5 year(s) 1 month(s),366,3660,1843.13,1843.13,0%,0%,170,152
357,CHAMPAGNE SPORTS RESORT,5300000455,100,40,6746,691,3286,Dell 3050,Club,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,23.01.2020,23.01.2020,13.01.2021,0 year(s) 11 month(s),157,1570,436.71,1051.96,0%,0%,313,284
359,COTSWOLD DOWNS LC,5300000181,100,507,16911,586,3359,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,26.08.2019,26.08.2019,13.01.2021,1 year(s) 4 month(s),314,3140,644.6,738.13,0%,0%,103,94
360,DARNALL GOLF CLUB,5300000547,100,87,996,38,315,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,22.03.2018,19.12.2018,13.01.2021,2 year(s) 9 month(s),0,0,0,2800.5,0%,0%,431,400
361,DUNDEE COUNTRY CLUB,5300000191,100,143,3394,166,1281,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,07.09.2016,21.09.2020,13.01.2021,4 year(s) 4 month(s),366,3660,1496.84,1496.84,0%,0%,273,246
362,DURBAN COUNTRY CLUB,5300000265,50,762,24488,529,1764,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Magtek 21040108,22.05.2014,22.05.2014,13.01.2021,6 year(s) 7 month(s),53,530,298.87,2066.34,0%,0%,54,51
364,DURBAN GC - PAPWA SEWGOLUM GC,5300000192,100,164,5558,347,2444,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,26.09.2016,19.11.2019,13.01.2021,4 year(s) 3 month(s),366,3660,1814.04,1814.04,0%,0%,189,172
367,EMPANGENI GOLF CLUB,5300000195,100,149,2487,152,2538,Dell 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek 21040108,09.12.2020,09.12.2020,13.01.2021,0 year(s) 1 month(s),314,3140,1104.49,1293.43,0%,0%,324,295
368,ESHOWE COUNTRY CLUB,5300000659,100,80,2297,132,2114,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,24.08.2016,21.08.2020,13.01.2021,4 year(s) 4 month(s),366,3660,1204.1,1204.1,0%,0%,340,311
369,ESTCOURT GOLF CLUB,5300000463,100,99,2121,164,3085,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,26.07.2018,26.07.2018,13.01.2021,2 year(s) 5 month(s),314,3140,1112.65,1346.97,0%,0%,345,316
371,GLENCOE CORR SERVICES GC,5300000569,100,25,365,0,0,Asus AT16,,32bit Windows XP Home SP3,None,N/A,Club Internet,Magtek 21040108,01.07.2010,16.10.2014,13.01.2021,10 year(s) 6 month(s),105,1050,1050,3660,0%,0%,399,369
372,DRAKENSBERG GARDENS GC,5300000184,100,1778,1388,22,88,Mecer X22S,HNA,64 bit Windows 10 Home,Huawei E3131,726237055,Vodacom,Magtek 21040108,28.06.2016,02.09.2019,13.01.2021,4 year(s) 6 month(s),262,2620,2456.67,3418.46,0%,0%,58,55
373,GOWRIE FARM GOLF CLUB,5300000434,100,195,4879,334,1468,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,12.03.2014,12.03.2014,13.01.2021,6 year(s) 10 month(s),366,3660,2368.6,2368.6,0%,0%,174,156
375,GREYTOWN COUNTRY CLUB,5300000111,100,123,1382,96,1414,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,26.02.2013,26.02.2013,13.01.2021,7 year(s) 10 month(s),314,3140,1372.23,1600.14,0%,0%,335,306
377,HOWICK GOLF CLUB,5300000332,100,67,2213,210,3232,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,31.07.2018,20.11.2019,13.01.2021,2 year(s) 5 month(s),366,3660,1959.17,1959.17,0%,0%,297,269
379,KILBARCHAN GOLF CLUB,5300000209,100,99,2545,223,4491,Mecer X22S,HNA,64 bit Windows 10 Home,Huawei E3131,726237053,Vodacom,Magtek 21040108,19.04.2017,19.04.2017,13.01.2021,3 year(s) 8 month(s),105,1050,300.14,1263.21,0%,0%,381,351
380,KLOOF COUNTRY CLUB,5300000032,50,529,19796,374,1506,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Partner MSR213U,14.02.2019,14.02.2019,13.01.2021,1 year(s) 10 month(s),366,3660,2149.45,2149.45,0%,0%,68,65
381,KOKSTAD GOLF CLUB,5300000662,100,107,1533,93,952,MSI AP200,HNA,32bit Windows 8.1 Embedded ,None,N/A,Club Internet,Gigatek MSR250HK,01.04.2016,18.05.2018,13.01.2021,4 year(s) 9 month(s),314,3140,1830.74,2123.94,0%,0%,306,277
382,KWAMBONAMBI GOLF CLUB,5300000058,100,155,1832,2,5,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,02.02.2014,09.12.2016,13.01.2021,6 year(s) 11 month(s),105,1050,1038.53,3636.94,0%,0%,337,308
383,LADYSMITH COUNTRY CLUB,5300000215,100,130,3059,139,3920,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,22.03.2018,21.02.2019,13.01.2021,2 year(s) 9 month(s),366,3660,1132.84,1132.84,0%,0%,317,288
384,MAIDSTONE GOLF CLUB,5300000120,100,113,1862,124,1424,MSI AP190,HNA,64 bit Windows 8.1,N/A,N/A,Club Internet,Champtek MR800,15.09.2015,15.09.2015,13.01.2021,5 year(s) 3 month(s),366,3660,2107.9,2107.9,0%,0%,276,248
385,MANDINI SPORTS CLUB,5300000466,100,35,232,14,132,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,07.10.2013,17.08.2016,13.01.2021,7 year(s) 3 month(s),366,3660,3381.42,3381.42,0%,0%,241,216
386,MARGATE COUNTRY CLUB,5300000222,100,122,7073,321,5265,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,03.01.2020,03.01.2020,13.01.2021,1 year(s) 0 month(s),366,3660,1652.39,1652.39,0%,0%,182,165
387,MARITZBURG GOLF CLUB,5300000611,50,207,7041,403,3467,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,24.08.2016,12.01.2018,13.01.2021,4 year(s) 4 month(s),366,3660,2821.46,2821.46,0%,0%,152,135
388,MATATIELE GOLF CLUB,5300000223,100,79,486,0,0,Asus AT16,,32bit Windows XP Home SP3,Vodafone K3565 Rev 2,726236621,Vodacom,Magtek 21040108,01.07.2010,01.07.2010,13.01.2021,10 year(s) 6 month(s),209,2090,2090,3660,0%,0%,323,294
391,MONKS COWL GOLF CLUB,5300000365,100,358,686,57,260,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,15.12.2016,03.11.2017,13.01.2021,4 year(s) 0 month(s),366,3660,2369.02,2369.02,0%,0%,191,174
392,MONZI GOLF CLUB,5300000306,100,66,1539,85,1281,MSI Windtop 1920,,32 bit Windows 7 Home Premium SP1,None,N/A,Club Internet,Magtek 21040108,01.01.2012,01.07.2010,13.01.2021,9 year(s) 0 month(s),262,2620,1077.75,1526.47,0%,0%,364,334
393,MOOI RIVER COUNTRY CLUB,5300000077,100,61,943,87,896,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726263763,Vodacom,Magtek 21040108,01.10.2014,15.12.2016,13.01.2021,6 year(s) 3 month(s),314,3140,1932.06,2280.14,0%,0%,328,299
394,MOUNT EDGECOMBE CC,5300000090,50,1193,45549,303,846,Club Machine,Club,Unknown,None,N/A,Club Internet,Champtek MR800,,01.07.2010,13.01.2021,0 year(s) 0 month(s),366,3660,2639.73,2639.73,0.01%,0.02%,6,3
394,MOUNT EDGECOMBE CC,5300000094,50,1193,45549,882,3110,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,29.11.2019,29.11.2019,13.01.2021,1 year(s) 1 month(s),366,3660,1733.18,1733.18,0.01%,0.02%,7,3
396,MTUNZINI COUNTRY CLUB,5300000122,100,102,2145,58,240,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,16.09.2016,05.04.2019,13.01.2021,4 year(s) 3 month(s),262,2620,1277.78,1791.04,0%,0%,332,303
397,NEWCASTLE COUNTRY CLUB,5300000228,50,197,5339,251,3521,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek Mr800,01.10.2015,27.05.2016,13.01.2021,5 year(s) 3 month(s),314,3140,962,1127.43,0%,0%,243,106
397,NEWCASTLE COUNTRY CLUB,5300000250,50,197,5339,120,777,MSI AP200,HNA,32bit Windows 8.1 Embedded,None,N/A,Club Internet,Gigatek MSR250HK,23.12.2015,23.12.2015,13.01.2021,5 year(s) 0 month(s),314,3140,1052.44,1255.16,0%,0%,230,106
398,NOODSBERG COUNTRY CLUB,5300000190,100,97,1883,116,1379,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,28.08.2014,27.09.2016,13.01.2021,6 year(s) 4 month(s),314,3140,1805,2140.09,0%,0%,303,274
399,PAULPIETERSBURG COUNTRY CLUB,5300000386,100,47,313,8,52,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726237283,Vodacom,Champtek MR800,26.02.2013,27.09.2016,13.01.2021,7 year(s) 10 month(s),52,520,429.91,3352.91,0%,0%,430,399
400,PONGOLA GOLF CLUB,5300000378,100,100,2092,31,196,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726236829,Vodacom,Magtek 21040108,29.09.2016,29.09.2016,13.01.2021,4 year(s) 3 month(s),262,2620,2243.91,3158.03,0%,0%,268,241
401,PORT EDWARD COUNTRY CLUB,5300000350,100,91,2127,97,2173,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,20.02.2013,20.02.2013,13.01.2021,7 year(s) 10 month(s),262,2620,1242.08,1718.05,0%,0%,338,309
402,PORT SHEPSTONE COUNTRY CLUB,5300000127,50,1785,9058,527,7041,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,15.08.2016,15.08.2016,13.01.2021,4 year(s) 4 month(s),366,3660,1097.77,1097.77,0%,0%,48,46
403,PRINCES GRANT GOLF CLUB,5300000034,100,421,7514,401,1420,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,18.07.2017,21.08.2020,13.01.2021,3 year(s) 5 month(s),366,3660,1413.64,1413.64,0%,0%,153,136
404,RICHARDS BAY COUNTRY CLUB,5300000345,100,163,5984,238,3602,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,03.10.2017,03.10.2017,13.01.2021,3 year(s) 3 month(s),366,3660,1756.02,1756.02,0%,0%,183,166
405,RICHMOND NATAL COUNTRY CLUB,5300000438,100,87,964,23,121,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726263606,Vodacom,Magtek 21040108,30.09.2014,08.03.2017,13.01.2021,6 year(s) 3 month(s),53,530,470.53,3351.5,0%,0%,403,373
406,RIVERSIDE GC KZN,5300000253,100,123,1348,158,1634,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726236605,Vodacom,Magtek 21040108,28.07.2016,09.12.2019,13.01.2021,4 year(s) 5 month(s),314,3140,1431.84,1687.56,0%,0%,331,302
407,ROYAL DURBAN GOLF CLUB,5300000035,50,417,21388,89,217,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,10.05.2018,10.05.2018,13.01.2021,2 year(s) 8 month(s),366,3660,1560.61,1560.61,0%,0.01%,76,15
407,ROYAL DURBAN GOLF CLUB,5300000052,50,417,21388,1197,6945,Dell 3050,Club,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,29.07.2019,29.07.2019,13.01.2021,1 year(s) 5 month(s),366,3660,936.29,936.29,0%,0.01%,84,15
409,SAKABULA GOLF COURSE,5300000134,100,56,903,91,733,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237839,Vodacom,Magtek 21040108,23.09.2016,23.09.2016,13.01.2021,4 year(s) 3 month(s),366,3660,2048.63,2048.63,0%,0%,325,296
410,SAN LAMEER COUNTRY CLUB,5300000357,100,224,8019,399,1340,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,27.11.2019,27.11.2019,13.01.2021,1 year(s) 1 month(s),262,2620,1202.86,1671.45,0%,0%,175,157
412,SCOTTBURGH GOLF CLUB,5300000601,100,106,2856,156,1469,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,13.01.2020,13.01.2020,13.01.2021,1 year(s) 0 month(s),0,0,0,1881.12,0%,0%,387,357
413,SELBORNE GOLF ESTATE,5300000411,100,206,9705,591,2467,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,26.07.2019,26.07.2019,13.01.2021,1 year(s) 5 month(s),366,3660,271.17,271.17,0%,0%,190,173
414,SIMBITHI COUNTRY CLUB,5300000647,50,555,16645,104,306,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,14.02.2014,14.02.2014,13.01.2021,6 year(s) 10 month(s),366,3660,2315.46,2315.46,0%,0%,77,73
415,SOUTHBROOM GOLF CLUB,5300000355,100,446,13947,542,4829,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,03.05.2019,03.05.2019,13.01.2021,1 year(s) 8 month(s),366,3660,270.82,270.82,0%,0%,128,116
416,ST CATHRYNS GOLF CLUB,5300000236,100,655,430,62,428,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,04.08.2016,04.08.2016,13.01.2021,4 year(s) 5 month(s),366,3660,2119.85,2119.85,0%,0%,159,141
418,UMDONI PARK GOLF CLUB,5300000142,100,373,13451,456,1915,Dell 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Partner MSR213U,23.09.2020,23.09.2020,13.01.2021,0 year(s) 3 month(s),366,3660,1199.06,1199.06,0%,0%,119,107
419,UMFOLOZI COUNTRY CLUB,5300000676,50,1222,916,14,56,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,18.07.2017,05.07.2018,13.01.2021,3 year(s) 5 month(s),105,1050,1038.73,3637.84,0%,0%,120,108
420,UMHLALI COUNTRY CLUB,5300000609,100,603,19310,384,1715,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,07.07.2016,07.07.2016,13.01.2021,4 year(s) 6 month(s),366,3660,967.86,967.86,0%,0.01%,80,16
420,UMHLALI COUNTRY CLUB,5300000725,100,603,19310,1139,17382,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,13.11.2018,13.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,852.46,852.46,0%,0.01%,82,16
421,UMKOMAAS GOLF CLUB,5300000036,100,205,5036,334,5840,MSI AP190,HNA,64 bit Windows 8.1,Huawei E3531,726230751,Vodacom,Magtek 21040108,12.05.2015,11.11.2019,13.01.2021,5 year(s) 8 month(s),209,2090,612.33,1135.02,0%,0%,278,250
422,UNDERBERG COUNTRY CLUB,5300000446,100,77,2272,97,2442,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,03.12.2013,03.12.2013,13.01.2021,7 year(s) 1 month(s),0,0,0,1693.09,0%,0%,408,378
425,VICTORIA COUNTRY CLUB,5300000249,100,596,17341,247,937,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,18.10.2016,18.10.2016,13.01.2021,4 year(s) 2 month(s),366,3660,2732.1,2732.1,0%,0%,65,62
426,VRYHEID GOLF CLUB,5300000364,50,173,5162,197,6615,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,03.11.2017,03.11.2017,13.01.2021,3 year(s) 2 month(s),366,3660,773.35,773.35,0%,0%,275,83
426,VRYHEID GOLF CLUB,5300000552,50,173,5162,0,0,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Partner MSR213U,10.12.2019,10.12.2019,13.01.2021,1 year(s) 1 month(s),366,3660,3656.38,3656.38,0%,0%,150,83
427,WILD COAST SUN,5300000373,100,104,5577,439,1898,MSI AP190,HNA,64 bit Windows 8.1,Vodafone K3565 Rev 2,726237544,Vodacom,Magtek 21040108,08.05.2015,02.09.2020,13.01.2021,5 year(s) 8 month(s),0,0,0,2191.57,0%,0%,343,314
429,Zimbali Country Club,5300000037,100,616,18392,615,3026,MSI AP190,HNA,64bit Windows 8.1,None,N/A,Club Internet,Magtek 21040108,23.06.2015,30.05.2017,13.01.2021,5 year(s) 6 month(s),366,3660,905.7,905.7,0%,0%,85,78
431,ALBERTINIA GOLF CLUB,5300000381,100,63,190,10,31,DELL 3050,HNA,64 bit Windows 10 Pro,Vodafone K3565 Rev 2,726237634,Vodacom,Gigatek MSR250HK,05.07.2019,05.07.2019,13.01.2021,1 year(s) 6 month(s),52,520,509.51,3649.51,0%,0%,421,390
432,BOGGOMSBAAI GOLF CLUB,5300000092,100,108,967,62,1508,Asus Screen & NUC7CJYH,HNA,64 bit Windows 10 Pro,D-Link 4G Mobile Router,726237532,Vodacom,Magtek 21040108,15.12.2020,15.12.2020,13.01.2021,0 year(s) 0 month(s),105,1050,688.31,2737.03,0%,0%,385,355
433,FANCOURT COUNTRY CLUB,5300000070,100,605,22540,252,1661,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek  21040108,10.09.2019,10.09.2019,13.01.2021,1 year(s) 4 month(s),366,3660,68.94,68.94,0%,0%,78,74
434,GEORGE GOLF CLUB,5300000322,100,930,28683,802,3717,Mecer X22S,HNA,64bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,13.04.2017,30.10.2020,13.01.2021,3 year(s) 9 month(s),366,3660,1692.86,1692.86,0.01%,0.01%,27,29
435,Goose Valley Golf Club,5300000555,100,452,18766,595,2448,MECER X22S,Club,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,21.06.2016,21.06.2016,13.01.2021,4 year(s) 6 month(s),366,3660,1497.58,1497.58,0%,0%,87,80
436,HEIDELBERG GOLF CLUB (CAPE),5300000201,100,82,2048,189,3009,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237519,Vodacom,Partner MSR213U,06.06.2017,06.06.2017,13.01.2021,3 year(s) 7 month(s),314,3140,845.53,1031.13,0%,0%,363,333
437,KINGSWOOD GOLF ESTATE,5300000210,100,482,17104,300,682,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,28.07.2016,28.10.2020,13.01.2021,4 year(s) 5 month(s),314,3140,1220.54,1437.38,0%,0%,94,88
438,KNYSNA GOLF CLUB,5300000327,100,659,23322,626,3962,MSI AP190,,64 bit Windows 8.1,None,N/A,Club Internet,Magtek 21040108,23.07.2014,23.07.2014,13.01.2021,6 year(s) 5 month(s),366,3660,2632.33,2632.33,0%,0%,42,39
439,LADISMITH GOLF CLUB,5300000308,100,103,340,51,433,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237815,Vodacom,Magtek 21040108,23.11.2017,23.11.2017,13.01.2021,3 year(s) 1 month(s),52,520,252.77,1939.52,0%,0%,424,393
441,MOSSEL BAY GOLF CLUB,5300000091,100,724,27837,620,3101,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,14.09.2018,14.09.2018,13.01.2021,2 year(s) 3 month(s),366,3660,2487.44,2487.44,0.01%,0.01%,30,32
442,OUBAAI GOLF CLUB,5300000038,50,350,13403,889,4132,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,12.01.2017,18.05.2017,13.01.2021,4 year(s) 0 month(s),366,3660,430.31,430.31,0%,0%,145,130
443,OUDTSHOORN GOLF CLUB,5300000124,100,177,5422,314,10079,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,22.03.2018,11.07.2019,13.01.2021,2 year(s) 9 month(s),366,3660,936.2,936.2,0%,0%,254,227
444,PEZULA CHAMPIONSHIP COURSE,5300000349,100,251,9374,302,1216,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,15.08.2016,15.08.2016,13.01.2021,4 year(s) 4 month(s),366,3660,2798.84,2798.84,0%,0%,124,112
445,PLETTENBERG BAY COUNTRY CLUB,5300000340,100,757,28226,719,3851,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U ,26.07.2016,22.01.2020,13.01.2021,4 year(s) 5 month(s),366,3660,1786.2,1786.2,0%,0%,34,34
446,RIVERSDALE GOLF CLUB,5300000231,100,166,2647,250,1618,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,08.02.2017,20.08.2019,13.01.2021,3 year(s) 11 month(s),366,3660,2179.41,2179.41,0%,0%,222,202
447,SIMOLA GOLF & COUNTRY ESTATE,5300000235,100,278,10521,333,1603,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,05.09.2016,10.02.2020,13.01.2021,4 year(s) 4 month(s),366,3660,2221.71,2221.71,0%,0%,127,115
448,STILL BAY GOLF CLUB,5300000409,100,321,7502,259,2709,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,21.08.2015,21.08.2015,13.01.2021,5 year(s) 4 month(s),366,3660,453.98,453.98,0%,0%,187,170
449,THE LINKS,5300000375,100,77,4718,30,99,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,17.08.2016,24.02.2020,13.01.2021,4 year(s) 4 month(s),314,3140,2121.82,2501.66,0%,0%,204,187
452,PINNACLE POINT GOLF CLUB,5300000351,100,247,14288,191,511,MSI AP190,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,09.10.2015,17.02.2020,13.01.2021,5 year(s) 3 month(s),366,3660,2363.12,2363.12,0%,0%,107,97
453,ATLANTIC BEACH LINKS,5300000605,100,543,18862,269,1298,Mecer X22S,HNA,64 bit Windows 10 Home ,None,N/A,Club Internet,Gigatek MSR250HK,17.08.2018,17.08.2018,13.01.2021,2 year(s) 4 month(s),366,3660,2862.32,2862.32,0%,0%,60,57
454,BELLVILLE GOLF CLUB,5300000044,100,933,23477,445,1817,Dell 3050,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,01.12.2020,01.12.2020,13.01.2021,0 year(s) 1 month(s),366,3660,2532.88,2532.88,0%,0%,33,33
456,CLOVELLY COUNTRY CLUB,5300000323,100,1304,33566,546,4017,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,06.11.2018,06.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,2638.51,2638.51,0.01%,0.01%,15,18
458,DE ZALZE GOLF CLUB,5300000656,100,430,22378,407,1537,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,13.03.2018,06.05.2019,13.01.2021,2 year(s) 10 month(s),366,3660,1978.85,1978.85,0%,0%,64,61
459,DURBANVILLE GOLF CLUB,5300000061,50,969,33955,588,4223,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,06.11.2018,06.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,884.77,884.77,0.01%,0.01%,23,23
460,ERINVALE GOLF CLUB,5300000517,100,573,26450,418,3371,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,15.08.2016,19.06.2018,13.01.2021,4 year(s) 4 month(s),314,3140,535.67,637.91,0%,0%,56,53
